Palabra clave de búsqueda
1 de abril de 2026 - 9 de abril de 2026
Palabra clave de búsqueda,Estado de las palabras clave de búsqueda,Motivos del estado de las palabras clave de búsqueda,Tipo de concordancia de palabra clave de búsqueda,Campaña,Grupo de anuncios,Código de moneda,CPC máximo de palabras clave,Clics,Impr.,CTR,CPC medio,Coste,% de impr. (parte sup. abs.),% de impr. (parte sup.),Conversiones,Conv. post-impresión,Coste/conv.,Tasa de conv.,CPM medio
juguetes para ninos,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
tienda de juguetes para bebes,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
casa de juguetes de madera,En pausa,en pausa; grupo de anuncios en pausa; campaña en pausa; desconocido,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
casa muñeca,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
precio peluches,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
precio de juguetes,En pausa,en pausa; grupo de anuncios en pausa; campaña en pausa; desconocido,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
juguetes para nenas,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
casas de juguetes para niñas,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
juguetes en remate,En pausa,en pausa; grupo de anuncios en pausa; campaña en pausa; desconocido,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
juguetes bebes de 1 año,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
remate de juguetes,En pausa,en pausa; grupo de anuncios en pausa; campaña en pausa; desconocido,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
muñecas bebotes,En pausa,en pausa; grupo de anuncios en pausa; campaña en pausa; desconocido,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
accesorios de casa de muñecas,En pausa,en pausa; grupo de anuncios en pausa; campaña en pausa; desconocido,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
juguetes de nena,En pausa,en pausa; grupo de anuncios en pausa; campaña en pausa; desconocido,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
outlet juguetes,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
jugueterias uruguay,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
little mommy muñeca,En pausa,en pausa; grupo de anuncios en pausa; campaña en pausa; desconocido,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
juguetes en miniatura,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
puzzle 1000 piezas,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
mayorista de juguetes,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
muñecos baratos,En pausa,en pausa; grupo de anuncios en pausa; campaña en pausa; desconocido,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
muñeca con accesorios,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
juguetes de tela para bebes,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
juguetes bebe,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
juguetes de juguetes,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
tienda de juguetes de madera,En pausa,en pausa; grupo de anuncios en pausa; campaña en pausa; desconocido,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
jugueteria montevideo,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
giro didactico,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
paw patrol juguetes,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
peluches de animales,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
juego didacticos,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
juguetes venta,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
juguete minnie,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
casa muñeca madera,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
coche de madera para muñecas,En pausa,en pausa; grupo de anuncios en pausa; campaña en pausa; desconocido,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
muñecas para bebes,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
peluche perro,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
jugueteria barbie,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
animal de peluche,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
muñecas para niñas,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
buscar juguetes,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
muñecos bebotes,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
precio de muñecas,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
coches de juguete para muñecas,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
casa de muñeca de madera,En pausa,en pausa; grupo de anuncios en pausa; campaña en pausa; desconocido,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
muñeco interactivo,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
corvette hot wheels,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
regalos para niños de 1 año,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
comprar muñecas de trapo,En pausa,en pausa; grupo de anuncios en pausa; campaña en pausa; desconocido,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
juguetes didacticos uruguay,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
juguetes para jugar,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
juego jenga,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
muñecos de trapo,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
tienda de juguetes online,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
regalo juguetes,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
juguetes para 1 año y medio,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
muñecas infantiles,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
distribuidora mayorista de juguetes,En pausa,en pausa; grupo de anuncios en pausa; campaña en pausa; desconocido,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
mayorista juguetes,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
muñecas sylvanian,En pausa,en pausa; grupo de anuncios en pausa; campaña en pausa; desconocido,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
juguetes con sonido para bebes,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
muñecos sylvanian,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
muñeca doctora,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
auto de barbie,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
bebote,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
vestidos muñeca,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
muñecos electronicos,En pausa,en pausa; grupo de anuncios en pausa; campaña en pausa; desconocido,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
muñecos de tela para bebes,En pausa,en pausa; grupo de anuncios en pausa; campaña en pausa; desconocido,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
juguetes de varon,En pausa,en pausa; grupo de anuncios en pausa; campaña en pausa; desconocido,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
muñecos en miniatura,En pausa,en pausa; grupo de anuncios en pausa; campaña en pausa; desconocido,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
barbie muñeca,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
muñecos de sonic,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
regalo niña 10 años,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
coche de bebe juguete,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
mercado libre juguetes,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
juguetes de madera argentina,En pausa,en pausa; grupo de anuncios en pausa; campaña en pausa; desconocido,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
muñecos de tela,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
masa play doh,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
juguetes nena,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
pista mario kart,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
casa de gabby,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
muñecos sylvanian families,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
peluches argentina,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
peluches uruguay,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
jugueteria baratas,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
muñeco sonic,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
bebés juguete,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
casas de muñecas mercado libre,En pausa,en pausa; grupo de anuncios en pausa; campaña en pausa; desconocido,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
juguetes kitty,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
muñecas en oferta,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
mercado libre juguetes para niñas,En pausa,en pausa; grupo de anuncios en pausa; campaña en pausa; desconocido,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
juguetes de roblox,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
pagina para comprar juguetes,En pausa,en pausa; grupo de anuncios en pausa; campaña en pausa; desconocido,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
juguetes de tela,En pausa,en pausa; grupo de anuncios en pausa; campaña en pausa; desconocido,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
muñecos de peluche,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
muñecas de goma,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
muñecas para bebes de un año,En pausa,en pausa; grupo de anuncios en pausa; campaña en pausa; desconocido,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
figuras juguete,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
paw patrol juguetes argentina,En pausa,en pausa; grupo de anuncios en pausa; campaña en pausa; desconocido,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
juguete juguetes,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
muñecas de juguete para niñas,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
muñeca agua,En pausa,en pausa; grupo de anuncios en pausa; campaña en pausa; desconocido,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
pista hot wheels,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
juguetes de madera baratos,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
cosas para niñas,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
roblox juguetes,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
juguetes madera uruguay,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
juguetes baratos uruguay,No apto,grupo de anuncios en pausa; campaña en pausa,Concordancia amplia,Search | Genérico (CONS),Juguetes | Generico,USD,"0,01",0,0,0,0,"0,00",0,0,"0,00",0,0,0,0
